sentiment,review
1,"I'll start by saying their staff was crazy friendly. Angel (I think that was his name) took care of me and referred me to Urban Necessities for kicks. I usually expect to deal with dirtbomb, stuck up ass people in boutiques like this, but what I got was the exact opposite. I support this brand 100% and will be back the next time I'm in town!\n\nPeace to the KNYEW camp, I appreciate you guys."
1,"Thai food. mmmmhmmmmm, this is one of the better thai restaurants that i've been to in the States. I live in the Bay Area so there is lots of thai food, but coming here to this hole in the wall in the middle of nowhere to eat was a delight. \n\nDefinitely recommend people to come here, even though it is off the strip."
0,Over rated! Nasty dirty!  seafood is not fresh. The counters are dirty. It's better quality seafood at Rio carnival. you pay less  and the counters are maintained.
0,"Im not sure what the hell people are smoking before they come here to give this place anything more than a 0 star... I literally hated this place. I usually go to the one in Tempe, which is very nice.. Okay so this place blows... the staff is running around like animals not tending the guest and its just chaotic... so we start and the lane isnt work, its not starting the balls dont come back when we throw them and the gates are randomly coming down before we throw the ball, or before the ball hits the pins? WTF? The food is expensive... as expected since the others are.. but seriously we paid for unlimited bowling for 2 hours and stayed for like one hour. Also all the balls... well unless you have little kids thumbs, or giant hands, they wont fit the balls.. which in my opinion is like the # 1 thing when bowling... having a ball that fits... oh well. The lanes are oiled to hell and you feel like youll slip every time you go down to bowl.. thats awesome.. pay 15.00 to fit my fingers into smaller holes, break my neck while bowling, have the ball get blocked by a gate, and not get served? wow.. i know ill never go back to this one at least."
0,"Disappointed doesn't quite describe the way my party felt during Thursdays show; cheated, offended, and let-down come a little closer. From masturbating his guitar, spewing ethnic Jewish jabs at a patron, using the audience as a form of therapy regarding his divorce/break-up/loss of possessions/drug use/weight gain to never actually finishing a song in its entirety made my party walk out along with two other couples. I witnessed this decline at Planet Hollywood and felt inclined to give Trent one more try; never again. It's comical that he has videos of fans promoting his show and his talents as \""the best\""; perhaps 5-yrs ago but those days are distant memories. Trent's flippant attitude and glib approach to his profession is a sad spectacle to observe. My party only represents four former fans but others will follow if this type of show/entertainment/ continues in memory of The King."
0,"No. No. No.  I was so hungry and craving spaghetti and meatballs, so since my husband and I were staying at the Rio we decided to give Martorano's a try.  Our server was so terrible.  He was visibly frustrated with us when he asked whether we wanted extra plates and we didn't answer right away (because we were both in the middle of eating).  Our meals came out at different times, so my husband sat and watched his food cool off (I told him he could eat, but he's polite enough to wait).  Then my plate arrived with fingerprints along the edges.  My waiter just stared at me while I wiped down my plate and acted like he was doing me a big favor when I requested another napkin.  At the end of the meal, I mentioned that being served on a plate with fingerprints all over it was very unappetizing, and he just mumbled a completely insincere apology as he walked away.  My husband backed me up by leaving just enough cash to cover the check.\n\nOn principle, whenever I don't tip, I always talk to management.  I explained that when you're charging $25 for spaghetti and meatballs, the meal should be served on a clean plate.  I also said that I could even get over that, but when the server doesn't care whether you had a good experience then he doesn't deserve a tip.   I felt better for speaking my mind, but still not so good about dropping $100 for such sub-par service.  Another pretentious restaurant in Vegas."
1,"Updating my review which I had written months back . This place has great food , I had combo gobi munchurian & fried rice . It was delicious , indo Chinese at this place is much better than newly opened indo Chinese restaurant in scottsdale . Service is good too . I had a chat with the other owner and he was telling me they are going to add more dishes to menu . I am looking forward to try those ."
0,"Well we checked in on the 21st of August for a six night stay. When We made the reservation we requested two queen beds and we did not receive that instead we were given a king and a portable bed, they did wave the charges for the bed, crib, and a refridgerator to keep my daughters homemade food in, she is about to turn one. We were told all of those items the bed, refrigerator, and crib would be in the room when we entered the room. They had plenty of time to prepair the room we arrived at the hotel at 1:15pm and were not able to enter our room until 3:00 pm. We entered the room only to find that the crib, bed and refrigerator were not there. We then noticed the room was very dirty the bathroom was filthy the floors were not cleaned at all we called the front desk and the sent a nice lady from housekeeping up and she hurriedly tried to clean the room as best she could with our family in the room she moped the bathroom floors to remove al of the stains sshe had to scrup the floors because they were stickey with soda or beer or food and tit looked like whomever had cleaned the room just walked all over the floor leaving traffic patterns of dirty shoes, she also had to vacuum because the carpet was dirty and under the bed was just absolutely gross .  We asked the housekeeper to check our air conditioner out and she could not make that work either so she tried to call maintaince, the room was extremely warm my daughter was tired the housekeeper really didn't finish cleaning the room there was black marks all over the bed skirt and the room was just very messy like maybe someone else had checked in and had seen the room was dirty and had moved, we didn't get to move. We received the bed,crib,and the refrigerator around 5:00pm and we were still baking in the room hot and tired with our frustration building I called guest services and they comped us our first two nights of our stay, that was about $80.00 a night and that was nice. The air conditioner was finally fixed at around 6:00pm and wow it felt great.  All of the staff were very kind and I tipped everyone that helped us in anyway $5.00 to the bellman that unloaded our car for us, $20.00 to the young lady that checked us in, $5.00 to the housekeeper, $5.00 to the gentleman from maintaince , $10.00 to the bellman that brought our bags to the room, and $7.00 to the gentleman from housekeeping that brought the bed, crib, and refrigerator. So now my daughter was hungry so I took some of my wife's homemade babyfood downstairs where we had eaten lunch and asked if they could warm it up for us again and they said no I was asking what happened between lunch and dinner that I could not have my daughters food warmed up and the Hostess said there is a new Chef on duty right now and that they were not allowed to warm up baby food. I went back up to our room and called to guest services if they had anyway of warming up food they told me that for $35.00 a day I could have a microwave brought up to my room, I then asked because of everything that has happened if they would waive the fee and was told no.That night we bought a microwave from Target for $44.00 and that problem was solved. So now I'm tired and ready to go to sleep and we go to take showers and the water is barely warm almost where you get cold taking a shower my sons did get cold when we gave them showers, but I didn't say anything I was very frustrated at this point however. So nothing happened for the next several days except for the shower being cold/warmish. Then on the third or fourth day of our stay my son woke up with what looked like bites to me and I thought they might be bed bugs, so I went down and talked to a manager and told her about my concerns and about the cold/warmish shower and she offered to move us to a suite for all the problems we were having. It took about an hour or so to pack up and unpack about another hour in the middle of our vacation plus I had to remove all the food from the refrigerator. I was not a happy camper. It was a nice suite but the next morning I called to see about the bed bugs and was told there was not any bed bugs. One or two days later I had several bumps/pimples on my elbo and wrist and my son had a large one on the back of his thigh. We didn't do anything to them but when we got home my sons was a huge pimple looking thing with a whitehead as large as an eraser on a pencil. It was gross we went to the doctor and she lanced it and about a tablespoon of the grossest stuff ever came out. He was put on antibiotics right away they new it was a staff infection. I went to the doctor the following day and was told I have staff and they thought I might have MERSA they took swabs lanced and used needles to get everything out it was nasty. Then on Monday. I found out I had MERSA for sure so I had to go back in and now I have to go see the doctor every other day for at least two weeks. Mandalay Bay took a report and said basically you didn't get it here. I know that we did."
1,"190 Octane.  That's all you need to remember when coming here.\n\nTalk about getting the most bang for your buck.  Get the $15 dollar one with 1-2 extra shots of Everclear and you're good to go.  You can carry it while you walk down the entire strip and have the best time ever.  You won't find a drink like this at any bar in Vegas for this price.  Trust me.\n\nWarning: It can either make you go crazy or throw up excessively (if you can't hold your liquor).  If you can hold it, it'll take you to a place you never knew existed.  It's a drug in alcohol form.\n\nAnyone who gives this place anything less than a 5 is on crack.  Enough said.\n\nRecommendation: Keep your drink for the next time you come to Vegas because you get a discount for re-fills!  I keep forgetting like an idiot, but oh well!\n\nNote:  Use your straw the whole way through.  See my picture which shows why."
1,This is a much overlooked Starbucks at the eastern edge of McCarran by Russell and Eastern.\n\nThere is a drive through which can present a problem when it's busy.  The drive through cars waiting can sometimes block the parking spots.\n\nThe inside has many tables and it's laid out quite well.
1,My kids and I love this place!  Service....excellent!  Sushi.....flavorful and fresh!  Great prices on meals and sushi! Spicy tuna is our favorite menu item!
1,"I like this place. I've only ever really been in here for the food though and not the cocktails.\n\nAll the food on the menu is under a fiver and the portion sizes, which if you deduced would be equally as paltry you'd be wrong. Now the food isn't of the blow-your-mind type but it's quite tasty, a decent size and cheap! The choice on the menu isn't extensive but enough to cater to most tastes. \n\nIt's a great place to start a night out if you ask me. I went out with two other friends and for the three of us with a main meal and drinks the bill came to \u00a323....bargain! \n\nI would always book here as I never find they have any walk-in tables."
0,"I just had a horrible experience there.  I've been to this place a few times before.  Never really impressed but gets the job done.  I just happen to have a hankering for pho since it had just rained.  Rare event and rain causes me to think of comfort food, which pho definitely is up there on my list.  \n\nI come in, sat down, water served and barely glanced at the menu when I sh!t you not, the guy (I think he's also the owner) comes to my table and said something maybe like \""Ready?\"" but it sounded more of a grunt.  \n\nI had just happened to look to see that the #7 was what I wanted.  I ordered rare beef pho with meatballs.  He then takes me menu right off my hands.  Um...I was going to take a look at the spring rolls, but ok, I guess I didn't really care for that.  I'll just sit here and sip my water, without a straw, which I would like if someone would come by.  I knew I wasn't coming here for service.  Why is it so rare to have good service in Vietnamese restaurants? It must be a tall order but at least smile dude.  I guess that's what I pay for.  And then a cockroach walked across my table!\n\nEeew!  I shoo'd it away with my napkin, looked around to see that no one paid attention.  Ok, I won't make a big deal.  I just want to eat and go back to work.  I noticed when I looked around that there was a couple in the corner looking across the room for service waiting for their bill.  They don't know you're supposed to pay at the register, without getting the bill first.  Then 2 guys seat at a table besides me.  They were handed their water and menu almost immediately after sitting down.  hmm prompt service....seconds later dude comes over to grunt.  He just sat them down.  One of the guys looked at the other and chuckles, he wasn't ready to order yet, they just were settling in.  OK it  was not my skewed perception, he really wants us in ready to order.  Then the roach came back around.  I'm done with this place.  yuck. The guy must've eyed them because once the guys put their heads up, boom there he was again, \""ready?\""\n\nMy pho came and I ate it quickly, hungry, don't want to think about it.  Pho was so bland and disappointing.  The bowl was small for $7.50.  Upset with the roach more than the horrible service and food.  Went up to register to pay and darted out of there, never to return.  In and out in about 10-15 minutes."
1,My hubby and I visited this new place today for lunch. We got there at lunch opening and it was not full at all which was great for quick seating. It did full up around noon. Patio seating available which would be a nice option when the weather is cooler. Nice decor and ambiance. Casual but also good for lunch during work week. We heard that chef was former chef at house of tricks. So we wanted to try it. We ordered the revival burger and steak salad. Salad came with fries. Portions on both were good. Both entrees were great. Nice flavor on steak and burger. We couldn't stop eating the fries. The women's bathroom was clean and nice but i found it weird that the toilet paper was just sitting on the back of the toilet. Couldn't spring for a holder?? Other than that all was good with this place. Definitely would come back.
0,Decent store. Good selection. The 20% restocking fee on return items is a big no-no however. That sort of thing really shouldn't even be legal.
1,"I don't come here very often, but I have to admit the couple times I have, I'm impressed. \n\nI like their new langostine(mini-lobster) tacos and their grilled fish taco. I've tried their fried fish taco but it's oily and grossly battered. \n\nService is so-so as one time the counter folk are very customer service oriented but the other time, the guy was oblivious."
1,"i LOVED it here!! i'm not really a buffet person anymore since i can't have more than one plate. and i never finish my first plate because i always want to save room for desserts! the price for a weekend brunch is a bit steep... $35 and for another $10, you can add on bottomless champagne, mimosa, and bloody mary's. \n\nnow, onto the food... they have a HUGE selection... from asian to mexican to italian etc. some of the items are in little pots or baskets and it's so adorable! ohhh and the dessert area... i fell for the gorgeous presentation! see the pictures i've uploaded if you don't believe me. i can't wait to come back for dinner!"
0,"I have been to different locations and this location is always the worst. The food Arriba serves is good but if you modify anything they will get it wrong. The service here is incredibly bad (I have worked for at least a dozen restaurants) from the hostess, servers, bartenders to the managers. The service is so slow and I never see anyone hustle. The queso fundio and fajita quesadilla (hot!) are great."
1,"This is a business plan that was always going to work - lingerie and a caf\u00e9. Both girls and guys are going to love it. To be fair it is actually really good and is more than just a novelty. Found in the West End, it is slightly off the main shopping streets but worth the detour. \n\nPrimarily it is a lingerie shop, and it has a good selection of pretty, dare I say it rauchy, stuff. Obviously as a guy, and a non-transvestite, I have a different criteria of what makes underwear hot, and Boobytrap delivers. Not quite as provocative (let's be frank slutty) as Ann Summers, think more La Senza - sexy but with a touch more class. No crotchless knickers here or nipple tassles. \n\nAs well as this, we have the unusual addition of a caf\u00e9. Whether all the raunchiness has left you feeling a bit weak at the knee, or are a girl chatting about what to buy, or simply a guy way way out of his depth, the caf\u00e9 is a place to chill out. They do a good range of teas, coffees and sandwiches which you can enjoy before heading off for round two.\n\nAn individul and enjoyable place to spend about half an hour, whether as a couple or on your own (buying gifts, not perving - I am not endorsing this)."
0,"I'm not going to lie, with so many better buffets out there at around the same price, why go here? This place is a step above Hometown Buffet, and that's not saying much. The only thing I can commend this place for is their \""premium\"" drinking water at the soda machine and their desserts. However, you can find the same selection of desserts at any other Vegas buffet."
1,"Their best roll is the oishii.  It's probably my favorite roll in the Pittsburgh area.  The place is reasonably priced and the food overall is of a high quality.  It's a VERY casual place, however and it's located near the University of Pittsburgh in Oakland.  Parking can be a little tough, but there is a small metered parking lot near by."
1,Gotta love DQ  It's all American!
1,"Excellent Excellent Excellent\n\nService is UNBEATABLE. They show you the part that was replaced. No hassle deal. The repair was done in time. \n\nIt was easy. Reliable. Affordable. \n\nI actually had phone several other services to compare pricing, but from the phone conversations, others were straight cold answers, the other was hesistant to give 'ball park pricing' after giving them specifics on what needs to be repaired, we decided to give Japanese Car Service a chance. No regrets. \n\nFYI - they do not take European cars. Their expertise is Toyotas, Lexus, Acuras type of vehicles."
0,"The customer service at this Sonic is HORRIBLE!!!   I just went there tonight and above each of their parking slots and above their to go menu board are the signs that say \""1/2 price shakes after 8 pm\"" and when I went to order 4 shakes for me and my co-workers I was told that they \""Don't do this anymore, it was just a summer promotion.\""  Today is August 31st, we are in Arizona, it IS still summer!!!!  They would not honor their own advertisements!!!!  I mentioned that the signs were still up and the girl said it didn't matter that they will not honor it.  See if I go back to this Sonic ever again."
1,"We ate at Lima Limon on 3-12-2013.  It was a little hard to find as it was in a shopping center and didn't face Decatur as I thought it would.  I have no experience in eating Peruvian food but my girlfriend is from Peru and she said the quality of food was good.  What I ate was good (Lomo Saltado).  She had Mixed Ceviche  (with calamar, shrimp, oyster, onion, fish) which I tasted and it was good.  They had a salsa (Huacatay) which was nice and spicy and complimented the food very well.  The resturant was clean, looked new and the service was good.  They served Pervuian drinks which I would recommend and their were many dishes on the menu that looked and sounded very good.  I recommend this resturant if you like to try different foods.   We got there before  lunch and were served quickly and our order came out quickly.  I recommend giving this place a try,....you won't regret it."
1,"The main reason we seek out Hot Dog on a Stick is for...the lemonade!  It's perfectly sweetened and refreshing on a hot day.  While we tend to go for the regular lemonade, we have also tried the cherry lemonade.  And you know what?  It's all good!  I wish Hot Dog on a Stick was near where I live!  When we head to the Southwest, a trip to Hot Dog on a Stick is a must-do.  \n\nYes, we've tried the hotdogs and liked them.  However, while good, we don't long for them when we're home.  The lemonade is another story!\n\nThe Hot Dog on a Stick in the Fiesta Mall has never disappointed us.  The staff is friendly and efficient.  One time I asked for a small empty cup to pour a little lemonade in it in order to take some medication that has to be added to a small amount of liquid.  The staff gave me a cup without giving me a hard time or charging me any money for it.\n\nIn conclusion, if you haven't tried the lemonade, I highly recommend that you do so!"
0,"The sushi was so so, service was mediocre and the drink \""hello kitty martini\"" is the furthest thing from a martini. Ultimately dissatisfied."
0,"Not at all impressed...our server was not very happy to be there...food was very sub-par and it was way to crowded. Not the good kind I crowded where you feel like \""wow this is great it must be busy because the food is so great..\"" But the type of crowded where you feel a fight may break out. Also, if the chocolate fountain is their golden gem...why is it ok for people to dip the strawberry,lick off the chocolate and re dip it right then and there...absolutely disgusting! I Waited almost 10 minutes to dip...saw that and was immediately turned away...just saying...Never again!"
1,"Jamerica is exactly what I'm looking for in a restaurant.  Sequestered in the eclectic Willy St. Neighborhood, it's a very tiny slice of Jamaica right in Madison.  My girlfriend and I sampled some dishes and tried some appetizers and the food was impressive to say the least.  I'm a big fan of Jambalaya, and while the taste can often range greatly, they have hands down some of the best I've ever had.  Not a fan of Jambalaya?  Try their Jerk Pork, very tasty and the sides that came with it were fantastic as well.\n\nThe building itself is very small, but when I want to go out for dinner with my girlfriend or a small group of friends, it provides the ideal setting.  There are only 4-5 tables, and the total size is something along the lines of an average living room.  They have a beer/soda cooler where you'll find a curious array of different Jamaican brews, all of which I tried sparked conversation and sampling around the table.\n\nThe only cons I can think of are the price and the service.  The waitress was nice and friendly, but didn't do much beyond that.  The presentation of the dishes was also equally plain, but that's probably suitable given that the establishment is looking to give it's patrons a sampling of true Jamaican lifestyle.  Too bad the price can't be that way too, dishes are about $15 a plate, but at least they don't leave you hungry.\n\nOverall great place, I'd highly recommend it."
0,"SLS = STAY THE F*CK AWAY\n\nWhat, the acronym doesn't match? Well, it doesn't f*cking matter, because you should avoid this place like the f*cking plague.\n\nHere is a (too long) list of things that went wrong during our less-than-48-hours stay:\n\n1. The elevator in the attached parking structure broke down TWICE for extended periods of time.\n\n2. LiFE Nightclub didn't let anyone in until about 11:30 Friday night despite a HUGE line outside because of an isolated power outage.\n\n3. THERE WAS NO HOT WATER FOR AT LEAST 6 HOURS ON ONE OF THE NIGHTS. THIS IS THE MIDDLE OF F*CKING VEGAS WINTER AND YOU HAVE NO HOT WATER?! SERIOUSLY?!\n\n4. Despite all of the above, it still took me and my dad hours of bitch-mayhem at the front desk to get our ridiculous $28/night resort fee waived.\n\n5. Housekeeping was EXTREMELY cheap. Used up toiletries were NOT replaced the second day.\n\nI would give this place zero stars if Yelp allowed it. But since I'm forced to give it at least one star, I will say that the hotel rooms do have cool illuminated infinity mirrors. But that's it.\n\nWhere other companies implode old hotels and rebuild something new and magnificent, SBE only slightly remodeled the old Sahara.\n\nNEVER AGAIN."
1,"I ate here for the first time on Saturday and I must say it was very good,. the place was very clean, the service was great.  Nice sized portions you get a lot.                               I will definitely be back again. Loved it!!!"
0,"My husband and I live in Surprise, Arizona. This SCAM company works in several states from what I have found. \nWhat happened to us is below, along with an update and a list of other company names I am aware of them using. \n\nSCAM!!!My husband and I had a terrible experience. We purchased a coupon on living social for $45. Here is what it says the coupon covers: $45 ($249 value) for whole-house air duct cleaning (Includes cleaning of unlimited supply ducts, one return vent & one return dryer vent.) And the coupon is under the name Expert Air Duct Pros. My husband scheduled the appointment and they made us schedule 2 months out, as they didn't have any openings earlier. Then they called 5 times within 3 days and on the day of the appointment trying to cancel and reschedule the appointment. There were several excuses, \""the tech is over booked\"", \""the tech had a family emergency\"", \""they no longer were available at that time\"", \""they again had to change the time\"". Finally the tech showed up his name was Issac, very thick European accent with a shirt on that said US Air Solutions and his paperwork said Mr. Duct Cleaning. Before even looking at the system or starting to work said the coupon doesn't cover everything we need done, it will cost more money to do everything, and then tried to only clean the return vent instead of what we paid for which is listed above. Then he called the manager. The manager was extremely rude and argumentative. We scheduled and rescheduled appointments to accommodate them and they left without doing any work. The coupon is very clear on what it covers, I will never recommend this company to anyone! SCAM!!\n\n**To my knowledge you are using 5 different company names**\n\""Expert Air Duct Pros\""  Name on the livingsocial coupon along with a website\n\""US Air Services\"" Name on this yelp account\n\""Mr. Duct Cleaning\"" Name on techs paperwork\n\""Blue Sky Air Solutions\"" Name employee gave me over the phone\n\""US Air Solutions\"" Name employees gave me over the phone, name on the techs shirt and was used in a reply to another customer here on yelp along with the name US Air Services.\nSpoke to the NEW owner of US Air Solutions LLC. and from what he described and told me they are affiliated with this company that is scamming people. The previous owner and/or employees are still using there old company name US Air Solutions along with all the other names I listed!\n\nUPDATE!:\nMy husband was called by the owner of this scam! His name is Ray, he said he doesn't work directly with the techs, he just gets paid the coupon amount from livingsocial, groupon, and any other coupon sites and the techs that go on the service call only gets paid when they sale additional services and that is the only way the techs make money! TOTAL SCAM!!! He also is doing this under several company names including U.S. Air Solutions, he is NOT affiliated with U.S. Air Solutions. \nThe real US Air Solutions doesn't even do air duct services they only do air conditioner services! \nSince they \""outsource\"" all of the techs I think this might be part of the reason there are so many different company names. From what I have found they are using this scam in several different states!\nNow Ray did offer to send us a refund, which we are glad he is doing that. But this is still a total scam, the old bait and switch.\nHe also told my husband his companies name is \""Custom Air Specialists LLC\"" so now 6 different names I know of.\n\nOh, and like other complaints I have read he claims he will no longer work with the tech who was sent to our house. His name was Isaac his paperwork said Mr. Duct Cleaning, his shirt said US Air Solutions, and he has a very thick European accent. I saw another complaint on here that described the tech that was sent to there house that sounded like the same one that was sent to our house. And the \""manager\"" said they would fire that tech, so who knows if they are being honest about not working with Isaac anymore."
0,I really had high hopes for a good meal. We went at breakfast time. We sat in the bar. When we saw what the neighbors next to us had we were very impressed with the presentation. So we ordered. My friend ordered the chicken eggs benedict. Still had high hopes he took a picture. I ordered some kind of Fried Chicken with a biscuit. Neither one fo was impressed. After we left we both thought wow that was horrible especially when I think our bill was $48....Of course we had 2 Bloody Mary's. My friend said it was good. I had never had one so i ordered it. Took me all day to get that taste out of my mouth and I only had a few drinks of it and gave it to him. Oh well no I know. May give them another try some days but I guess that would be if everything else was closed.
1,"Yes, your heart will hate you for the next few months, and you may not be able to come back here for a while out of fear of having a coronary, but this place is amazing!  Mmmm...fried chicken, waffles, mac and cheese, red velvet cake, and the Kool-Aid in the mason jar.  Far better than Roscoes!  And if you're lucky you'll spot a few Cardinals players.  I've seen some DE from the Cardinals when I was down here."
1,"I don't know jack about authentic Chinese food, but if it's been a rough day and I just want to spend the night working down my dvr list then this is the perfect companion."
0,"When I first arrived in Arizona, this was the first restaurant that I went to. I was very impressed and went back many times over the following 3-4 months. Unfortunately, a few months ago, something changed about the food. I don't know why things changed, but the quality went downhill. My favorite enchiladas suizas were tasting a little bland... or every once in a while, too spicy to consume. This just got inconsistent. I tried going back a few more times over the past three months to see if it was just a rough patch, but I haven't seen any improvement."
0,"Took an hour to get tile to me after I bought it. \n\nLast trip I asked for discount on clearance tiles, only 24pcs left. Kim the manager decided that lowering the price wasn't worth it. It was marked up higher than the same other tile pieces in different color. So there wasn't any true clearance price.  Deceiving. And they would rather be greedy then make a loyal customer happy. \n\nBad business decision.  After spending 3k at floor n decor, im now I'm taking my business to Bedrosians."
1,"I love O'Shea's.  I go with my pals to Vegas every summer and O'Shea's is the main place we hang out.  Yes, there are some major tools that hang out in the bar and beer pong area, but there are assheads in every casino on the strip.  I like the cheap drinks, the new bar up front, the leprechaun(!), and the generally good vibe the place has.  Its very casual and there is something about stumbling in at 4 a.m for a Burger King hamburger and some cheap blackjack.\n\nFunny story - several years ago my group of friends had a blackjack table and my pal Johnny was a little on the drunk & obnoxious side and he kept demanding to be comped.  The blackjack dealer called over the pit boss and they whispered about it and finally agreed that Johnny should be comped.  The dealer reached below the table and placed a child's Burger King paper crown on Johnny's head.  We all laughed so hard and then took pictures.  The casino staff is pretty fun!  I hope they don't tear this place down for a long time to come.\n\nUPDATE: I've downgraded O'Shea's a star.  Its gotten a little trendy, a little too crowded, and the drinks aren't as cheap as they used to be, though I did like the alternative/punk cover band they had playing there recently.  I think Casino Royale might be the better alternative for cheap beers & less douchebags."
1,"Great place! The food was excellent, friendly service, and great atmosphere. We will definitely be back!"
1,"This team of veterinarians is AMAZING!! I made an appointment to get my German Shepherd fixed and they were able to get her in quickly for a great price. Most important, they were so kind and took wonderful care of her. I highly recommend this veterinary office."
0,I've been there a few times and its not bad if you are seeking a hamburger in a cute setting and you want to sit outside ad you have a dog with you. The burgers are nothing to brag about decent size and sweet potato fries were a bit overcooked and just your typical frozen fries. Service is pleasant but very slow for the food to come out.
0,"We used to be regulars at the Cantina but hadn't been in for over a month.  On Fri. 9/5 we arrived there at 4:30.  I ordered a Margarita & Mahi Tacos & my partner ordered coffee & a chicken quesadilla.  The Margarita tasted like perfume & was murky so I sent it back (as did the woman next to me).  Our server Jackie (always exceptional) said she'd have one made from scratch.  That came & it was very sweet, so I asked for a Mojito.  That was too sweet, but I didn't want to be a pain in the arss, so sipped part of it & let the matter go.  My Mahi tacos consisted of so many large pieces of red cabbage & I couldn't find any fish in the first two.  But alas!  There were pebbles of fish in the 3rd taco.  By this time I was feeling ripped off-- no decent drink & no edible food.  Jackie asked if I wanted anything else & I said just a small order of cheese dip for the chips; & asked for the Manager.  An assistant arrived at our table & said he'd take care of it, but he disappeared for too long so we asked our server who then inquired.  He told her he'd comp the food but not the drink.  Thanks a lot, Pal !  We left a nice tip for Jackie & that was it.\n\nThe lack of friendliness by the receptionist didn't help matters, & because she was close to our table I noticed she treated everyone else the same way-- not even a smile.\n\nManager & co-owner Mark left for a Cantina in another state recently & under his guidance, it was a different restaurant.  He'd have comped the whole thing & rolled out the carpet, espec. since we've brought so many people in to try that restaurant.  So for now, it's ADIOS!\n\nK I K I"
1,"I am in love with this place!\n\nFor such a little place, who would of think it would be so much fun!\n\nEvery time we go, we have a blast. \n\nThey have great selection of wine and beer. Did I mention a great selection of grilled cheeses that they have? They are absolutely delish. Order up people. \n\nThe atmosphere is always awesome. People that work there are extremely friendly and have great knowledge of their products. You are never ignored at this place. Even if you went all by yourself, you would feel like you are in a company of so many friends!\n\nThey have several fun games all around so you are never bored at this place. Also, take an advantage of chalk wall and leave your prints. \n\nI forgot to mention that this place has been most yelped place in the entire USA! Yes, entire USA. You must check it out and believe me, you will not regret it!"
0,"Disappointed. The WORST Ethiopian food we have eaten anywhere ever. Came to pittsburgh on vacation and ordered the veg sampler. Everything was too oily and lacked flavor. But the worst part was the injera - unfermented! It tasted like a raw tortilla. When we sent the food back, we were surprised to still be charged a portion of the bill. At least the server was kind. \n\nPeople of pittsburgh, do not be fooled by this place! Once you have tasted real Ethiopian cuisine, you will never eat here again."
0,I want to give this place 0 stars I was here waited for ever for my table and then they started to sit people who came in after me first when I asked why ohh there a large party so we seat them first then I get my table and it's dirty food on seats top is sticky the gm then said sorry for the confusion but never offered me any comps or anything did not offer to even clean the table very disappointed
0,"The Pineville Ice House is kinda crappy. There is no lobby. You walk in and you're in the ice rink, so there isn't a warm place to hang out or put on your skates. The ice is not great quality, and I've been pretty disappointed overall with my experiences there. If you're looking for a rink in Charlotte, check out the Extreme Ice Center."
0,"We came in for lunch on a Saturday and sat at the outside bar. We were greeted by the bartender shortly after sitting down, and he took our drink order. He brought us back some menus and our drinks very quickly, and said he would give us a couple minutes to decide what to eat. He then disappeared on us, although other people at the inside bar were still being served. We pretty much finished our drinks with no one to take a food order or to check on us. We took this as a bad sign for the service we would be receiving, and just had our 2 drinks before leaving for food elsewhere."
1,"Our boy was so happy when we picked him up from here, to the point that he almost didn't want to leave. I am not on FB, however they posted pics and videos of his stay on Instagram, as well. I found out today that this is a newer business, ran by only the 2 owners n open 7 days/ week. Let's do everything that we can to help them build their business! I cannot say enough positive things about this place! You guys rock!!"
0,This review is solely based on curbside service. Wow. Super slow. Took over 5 minutes to even glimpse an employee and then that was only to help the person next to me. Finally they acknowledged me and I've been waiting ten minutes since then. So much for 20 minutes. It's been 35 since. Hope the food is better than this.
1,"I went in on a Thursday at about 2pm and it was busier than I thought it would be. I waited for about 5 minutes and was taken in to the chair. The stylist asked what I wanted, eyeballed my hair, and gave me a wash and condition. She took all of about 8 minutes to cut my hair perfectly and exactly how I wanted it. \n\nQuick, easy, and inexpensive. What more could you ask for?\n\nIf you want something simple and quick, this is definitely the place to go to."
1,"At $50 a night from Saturday to Tuesday, you just can't find anything to complain about! Besides the annoying off-strip location, and the completely overpriced Buffet downstairs, this hotel was amazing. \n\nI cannot overstate how comfortable the beds are. Be careful not to waste your vacation napping."
0,"So, a few years ago I went to check out CiCi's when it first opened.  With it being a buffet, I knew it wasn't gonna be outstanding.  The food at the time actually wasn't too bad.  All thin crust of course, and was a pretty decent buffet.  The cinnamon rolls were spectacular then too.\n\nSo not too long ago, after being away from it for about a year/ year in a half, we decided to hit it up again.  The price stayed about the same, so I thought it wouldn't be too bad then.  The buffet stayed about the same (same foods mostly, except macaroni and cheese pizza wasn't on the buffet as much...and no taco pizza).  The food quality, not that great to begin with, seemed to go down a bit.  Even the cinnamon rolls weren't as good as they used to be.  Some of the pizza's seemed to take longer to hit the buffet (don't know who's fault that is) and the cleanliness of the place changed too.\n\nSo I don't know If I wanna go there anytime soon.  I just wish another pizza buffet would open up and give it a run for it's money."
0,Next time you order a drink and it comes in a glass.  Ask to have it put in a Styrofoam cup. A cocktail waitress brought me a drink with lipstick still on the glass {gross}.
1,By far my favorite Japanese Sushi place. Hibachi chicken with noodles is my personal favorite.
1,Love this place! Delicious pizza. And i am very picky about my pizza. Lovely server. Clean atmosphere. Also good for take out service!
